created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Tue Nov 07 04:53:36 +0000 2023;1721752741050298373;"Bersama Ganjar Pranowo, kita akan melihat perubahan positif dalam perekonomian Indonesia @Ily_haechannn  Ganjar Presiden https://t.co/OqJBUz2RJr";0;0;0;0;in;1686586356343222272;1721752741050298373;DamarBaska67335;https://twitter.com/DamarBaska67335/status/1721752741050298373
Tue Nov 07 04:53:35 +0000 2023;1721752735887040947;"Ganjar Pranowo, sosok yang mampu memberi harapan baru bagi para petani dan pekerja @adelinesuh_  Ganjar Presiden https://t.co/IWqEeF8oLc";0;0;0;0;in;1687008370333802496;1721752735887040947;BJainalarifin;https://twitter.com/BJainalarifin/status/1721752735887040947
Tue Nov 07 04:53:35 +0000 2023;1721752735853473855;"Kita perlu pemimpin seperti Ganjar Pranowo yang peduli terhadap nasib rakyat dan berkomitmen untuk mencapai perubahan yang positif @ElizabethLope11  Ganjar Presiden https://t.co/0K7gaRoF74";0;0;0;0;in;1684771194296520704;1721752735853473855;kelvinezra_;https://twitter.com/kelvinezra_/status/1721752735853473855
Tue Nov 07 04:53:34 +0000 2023;1721752732695187901;"Kita perlu pemimpin yang tegas dan berkomitmen seperti Ganjar Pranowo untuk mencapai kemajuan @slurpypluffy  Ganjar Presiden https://t.co/OU5AJ1ACf9";0;0;0;0;in;1685867836609359872;1721752732695187901;ivan_wiyaja;https://twitter.com/ivan_wiyaja/status/1721752732695187901
Tue Nov 07 04:53:34 +0000 2023;1721752730551894521;"Pak Ganjar Pranowo adalah pilihan yang tepat untuk memimpin Indonesia menuju masa depan yang cerah @cacaapjm  Ganjar Presiden https://t.co/7f90zI6sVG";0;0;0;0;in;1686584972084494336;1721752730551894521;dickydams;https://twitter.com/dickydams/status/1721752730551894521
Tue Nov 07 04:53:32 +0000 2023;1721752722419130475;"Dukungan untuk Ganjar Pranowo adalah dukungan untuk Indonesia yang lebih makmur dan berkeadilan @fmkeams  Ganjar Presiden https://t.co/oqVBLsnCku";0;0;0;0;in;1686585836190765057;1721752722419130475;JojoSaputr4;https://twitter.com/JojoSaputr4/status/1721752722419130475
Tue Nov 07 04:53:28 +0000 2023;1721752708154311040;"Pak @ganjarpranowo menginap di rumah warga di Musi Rawas Sumatera Selatan 11/06/2023  #GanjarMahfud2024  #GanjarPresiden https://t.co/aTQ5CFbbeC";0;0;0;0;in;1259753320152887296;1721752708154311040;Naandaa27;https://twitter.com/Naandaa27/status/1721752708154311040
Tue Nov 07 04:53:18 +0000 2023;1721752663933833462;"Kita percaya bahwa Ganjar Pranowo akan menjadi pemimpin yang membawa perubahan positif bagi Indonesia @didilada_  Ganjar Presiden https://t.co/hFRtptIW5q";0;0;0;0;in;1684574149099032577;1721752663933833462;llilykunasegri;https://twitter.com/llilykunasegri/status/1721752663933833462
Tue Nov 07 04:53:15 +0000 2023;1721752653905203524;"Dukungan untuk Ganjar Pranowo adalah dukungan untuk Indonesia yang lebih adil @cherydump  Ganjar Presiden https://t.co/LF6mRGdfdC";0;0;0;0;in;1687016151132614656;1721752653905203524;melaniiputriii1;https://twitter.com/melaniiputriii1/status/1721752653905203524
Tue Nov 07 04:53:05 +0000 2023;1721752608430592388;"Sowan ke tokoh masyarakat palembang ganjar pranowo dapat hadiah sorban  #GanjarBantuUMKM https://t.co/YpU8dwPjcl";0;0;0;0;in;1401320216647192576;1721752608430592388;_cakalang_;https://twitter.com/_cakalang_/status/1721752608430592388
Tue Nov 07 04:53:01 +0000 2023;1721752592148291704;"Jokowi sejak maju menjadi Walikota solo hingga presiden dari PDIP seperti kacang lupa kulitnya. karir jokowi 2 periode tidak lepas dari sosok Seno Kusumoarjo.#GanjarPranowo #GanjarMahfud #GanjarPranowoPilihanUmat #JNK #AtikohIbuNegara #SenoKusumoarjo #Apri0711 https://t.co/aRmJHC1lHc";0;0;1;1;in;983682162;1721752592148291704;vidal_kaylle;https://twitter.com/vidal_kaylle/status/1721752592148291704
Tue Nov 07 04:52:48 +0000 2023;1721752539182539129;"Keputusan Ganjar Pranowo untuk mengembalikan tanah yang telah diambil oleh pihak yang bukan haknya adalah langkah yang berani dan tepat @euphoricsnoppy  Ganjar Presiden https://t.co/WEsys77HR8";0;0;0;0;in;1687032100678230016;1721752539182539129;ludiaanjan9406;https://twitter.com/ludiaanjan9406/status/1721752539182539129
Tue Nov 07 04:52:43 +0000 2023;1721752517208600698;"Bakal calon presiden @ganjarpranowo  berkolaborasi dengan pelaku UMKM di Palembang  Ganjar mengakui bahwa proses pembuatan lapis Maksuba memerlukan kesabaran karena melibatkan beberapa bahan dan metode yang cukup rumit.  #SahabatGanjar #GanjarMahfud2024 https://t.co/tD4A5qCnXJ";1;0;2;3;in;1432738215824277505;1721752517208600698;n3wbie__;https://twitter.com/n3wbie__/status/1721752517208600698
Tue Nov 07 04:52:35 +0000 2023;1721752485298384935;"@Aria_Manik @ganjarpranowo Tulisan adalah doa 😊 Seperti mbak yeny, akupun selalu menulis Ganjar Presiden 😍";0;0;0;0;in;91185042;1721740864102572458;siticeriaselalu;https://twitter.com/siticeriaselalu/status/1721752485298384935
Tue Nov 07 04:52:35 +0000 2023;1721752483788444103;"@genx36545403 @gibran_tweet @ganjarpranowo @mohmahfudmd @jokowi Cinta ditolak, buzzer bertindak";0;0;0;1;in;1157528354;1721534849021022220;yunantyo_yas;https://twitter.com/yunantyo_yas/status/1721752483788444103
Tue Nov 07 04:52:29 +0000 2023;1721752458756841547;"Semoga Tuhan mengabulkan para rakyat jelata yang menghendaki GANJAR PRANOWO &amp  MAHFUD MD menjadi presiden RI ke 8. Karena beliau berdua rekam jejaknya lebih baik dari pada calon lain. Aamiin Ya Rabbal Alamin 🙏🙏🙏";0;0;0;0;in;2917435673;1721752458756841547;supari_yanto;https://twitter.com/supari_yanto/status/1721752458756841547
Tue Nov 07 04:52:23 +0000 2023;1721752433062478041;"Padahal, relawan melihat Maruarar Sirait sudah membantu banyak kegiatan-kegiatan untuk menaikkan nama Ganjar Pranowo yang masih rendah elektabilitasnya di Jawa Barat. #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto";0;1;0;0;in;1615229496415883264;1721752388137255133;erick140451997;https://twitter.com/erick140451997/status/1721752433062478041
Tue Nov 07 04:52:20 +0000 2023;1721752422157266971;"Pemilu harus bersih dan taat konstitusi   #SahabatGanjar #GanjarPranowo #Ganjar #MenangkanGanjar #GenerasiGotongRoyong https://t.co/wCqFlDy7oY";0;0;1;1;in;1705446793604104192;1721752422157266971;GoGanjarGo;https://twitter.com/GoGanjarGo/status/1721752422157266971
Tue Nov 07 04:52:18 +0000 2023;1721752411939950695;""Kami melihat Ganjar Pranowo sudah direnggut kebebasannya oleh pihak tertentu dan mengiyakan. #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto";0;1;0;0;in;1615229496415883264;1721752388137255133;erick140451997;https://twitter.com/erick140451997/status/1721752411939950695
Tue Nov 07 04:52:13 +0000 2023;1721752391421444521;"Jakarta - Relawan pendukung bakal calon presiden (capres) Ganjar Pranowo di Jawa Barat, ramai-ramai pindah haluan mendukung pasangan Prabowo – Gibran Rakabuming Raka. #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto";0;1;0;0;in;1615229496415883264;1721752388137255133;erick140451997;https://twitter.com/erick140451997/status/1721752391421444521
Tue Nov 07 04:52:00 +0000 2023;1721752338980102304;"Kesediaanya untuk tetap komitmen majukan UMKM Capres PDIP @ganjarpranowo mencoba praktikan cara membuat kue lapis khas Palembang..  ( koki dadakan nich pak 😁)   Ada beberapa inovasi yg dilakukan dlm membuat kue lapis khas Palembang ini ucap Bapak Rambu Putih #SahabatGanjar https://t.co/N91boCij0p";0;0;0;0;in;1915717428;1721752338980102304;jijindut;https://twitter.com/jijindut/status/1721752338980102304
Tue Nov 07 04:51:58 +0000 2023;1721752327034405132;"Pemilu harus bersih dan taat konstitusi   #SahabatGanjar #GanjarPranowo #Ganjar #MenangkanGanjar #GenerasiGotongRoyong https://t.co/2KxlYjkeAn";0;0;1;1;in;1566295200846073856;1721752327034405132;GanjarPranowoo;https://twitter.com/GanjarPranowoo/status/1721752327034405132
Tue Nov 07 04:51:45 +0000 2023;1721752273054040562;"Bakal calon presiden, Ganjar Pranowo membuat makanan kue lapis bersama para pelaku UMKM di Palembang, Sumatera Selatan. Ganjar membuat lapis khas Palembang yaitu lapis Maksuba.   Ganjar mengakui membuat lapis Maksuba cukup sulit.   #SahabatGanjar #GanjarPranowo https://t.co/Pt34FOUYZN";0;0;0;0;in;1555198191859277825;1721752273054040562;SAGAJOGJA;https://twitter.com/SAGAJOGJA/status/1721752273054040562
Tue Nov 07 04:51:36 +0000 2023;1721752238404911310;"@ch_chotimah2 @ganjarpranowo @mohmahfudmd Baru survei... Besok jg ada survei yg capres lain diatas..sampai bulan desember ini bulan2 cari Cuan utk buzzer2, pengamat2 politik, dan lembaga2 survei... Mereka hanya buat gimick utk Cuan... Jgn dibaca hal2 spt ini";0;0;0;0;in;1634242075985342467;1721440897454498035;AndaruWidy;https://twitter.com/AndaruWidy/status/1721752238404911310
Tue Nov 07 04:51:30 +0000 2023;1721752212500877446;"Pemilu harus bersih dan taat konstitusi   #SahabatGanjar #GanjarPranowo #Ganjar #MenangkanGanjar #GenerasiGotongRoyong https://t.co/sc9i6aLQXN";0;0;1;1;in;1705227789656567808;1721752212500877446;ganjarforind;https://twitter.com/ganjarforind/status/1721752212500877446
Tue Nov 07 04:51:28 +0000 2023;1721752201910231471;"Ganjar Pranowo - Mahfud MD Optimis Menang Pilpres 2024  Fuji | Ange | #GanjarMahfudTaatKonstitusi | Partai Socmed | Scarlett | Lawan 9 | 4 ARTISTS | Karina https://t.co/b02L7jp4Fi";0;0;0;0;in;1590601790445473792;1721752201910231471;yunitamln;https://twitter.com/yunitamln/status/1721752201910231471
Tue Nov 07 04:51:27 +0000 2023;1721752200115110169;"Ganjar Pranowo menjadi orang paling depan dalam memajukan Produk-pruduk asli buatan anak Bangsa.  🔥🤟  #SahabatGanjar #GanjarPranowo https://t.co/kFyjvQWY0J";0;0;0;0;in;1555198191859277825;1721752200115110169;SAGAJOGJA;https://twitter.com/SAGAJOGJA/status/1721752200115110169
Tue Nov 07 04:51:27 +0000 2023;1721752199544598764;"@SigitWasito8 @Aryprasetyo85 @ganjarpranowo @mohmahfudmd Masyarakat yang paling menyayanginya";0;0;0;0;in;1547772665624412160;1721524241458188732;Manzuu181;https://twitter.com/Manzuu181/status/1721752199544598764
Tue Nov 07 04:51:26 +0000 2023;1721752195023171943;"Ganjar Pranowo - Mahfud MD Optimis Menang Pilpres 2024  Fuji | Ange | #GanjarMahfudTaatKonstitusi | Partai Socmed | Scarlett | Lawan 9 | 4 ARTISTS | Karina https://t.co/feWHjXe8Wx";0;0;0;0;in;1590318914654740480;1721752195023171943;nishapp9;https://twitter.com/nishapp9/status/1721752195023171943
Tue Nov 07 04:51:24 +0000 2023;1721752187150475412;"Ganjar Pranowo - Mahfud MD Optimis Menang Pilpres 2024  Fuji | Ange | #GanjarMahfudTaatKonstitusi | Partai Socmed | Scarlett | Lawan 9 | 4 ARTISTS | Karina https://t.co/T9wAJIQ8O8";0;0;0;0;in;1589831757742104577;1721752187150475412;mandasmh;https://twitter.com/mandasmh/status/1721752187150475412
Tue Nov 07 04:51:24 +0000 2023;1721752185799852262;"Dengan perhatian Ganjar Pranowo terhadap masalah harga karet dan sawit, kita dapat berharap bahwa sektor pertanian akan semakin maju di bawah kepemimpinannya @herenjunct  Ganjar Presiden https://t.co/uZF5uhk5Fw";0;0;0;0;in;1685916316027461632;1721752185799852262;lvzyaindri;https://twitter.com/lvzyaindri/status/1721752185799852262
Tue Nov 07 04:51:22 +0000 2023;1721752176526250389;"Ganjar Pranowo - Mahfud MD Optimis Menang Pilpres 2024  Fuji | Ange | #GanjarMahfudTaatKonstitusi | Partai Socmed | Scarlett | Lawan 9 | 4 ARTISTS | Karina https://t.co/sZvRLWKI62";0;0;0;0;in;1589825960152813570;1721752176526250389;lalaoctv;https://twitter.com/lalaoctv/status/1721752176526250389
Tue Nov 07 04:51:20 +0000 2023;1721752168611627380;"Ganjar Pranowo - Mahfud MD Optimis Menang Pilpres 2024  Fuji | Ange | #GanjarMahfudTaatKonstitusi | Partai Socmed | Scarlett | Lawan 9 | 4 ARTISTS | Karina https://t.co/Y5GsXG6N6s";0;0;0;0;in;1589822421829156866;1721752168611627380;mikhaj3;https://twitter.com/mikhaj3/status/1721752168611627380
Tue Nov 07 04:51:18 +0000 2023;1721752161640763579;"Ganjar Pranowo - Mahfud MD Optimis Menang Pilpres 2024  Fuji | Ange | #GanjarMahfudTaatKonstitusi | Partai Socmed | Scarlett | Lawan 9 | 4 ARTISTS | Karina https://t.co/40Vd737QQw";0;0;0;0;in;1589818261524271104;1721752161640763579;mustikakur;https://twitter.com/mustikakur/status/1721752161640763579
Tue Nov 07 04:51:18 +0000 2023;1721752163091968460;"@PS_presiden2024 @ganjarpranowo @jokowi Karena tidak hanya Bunda tapi.... 🤣🤣🤣 https://t.co/LCUNH7GohD";0;0;0;0;in;414597892;1721744614116475230;B_Hendratmo1;https://twitter.com/B_Hendratmo1/status/1721752163091968460
Tue Nov 07 04:51:17 +0000 2023;1721752158658535430;"Ganjar Pranowo adalah pemimpin yang tegas dan berkomitmen untuk memajukan Indonesia @royalsctines  Ganjar Presiden https://t.co/FNfpi4GGOy";0;0;0;0;in;1695656153433436160;1721752158658535430;okiiiandri;https://twitter.com/okiiiandri/status/1721752158658535430
Tue Nov 07 04:51:16 +0000 2023;1721752154363629941;"Ganjar Pranowo - Mahfud MD Optimis Menang Pilpres 2024  Fuji | Ange | #GanjarMahfudTaatKonstitusi | Partai Socmed | Scarlett | Lawan 9 | 4 ARTISTS | Karina https://t.co/44mhYofyoE";0;0;0;0;in;1589807580712345600;1721752154363629941;ccprmth;https://twitter.com/ccprmth/status/1721752154363629941
Tue Nov 07 04:51:15 +0000 2023;1721752150727070162;"Ini adalah momen bersejarah, mari dukung Pak Ganjar Pranowo untuk Indonesia yang lebih baik @Chan090910  Ganjar Presiden https://t.co/bOVoMfHZrr";0;0;0;0;in;1686924824776712193;1721752150727070162;rs25797741;https://twitter.com/rs25797741/status/1721752150727070162
Tue Nov 07 04:51:15 +0000 2023;1721752148256657506;"Ganjar Pranowo - Mahfud MD Optimis Menang Pilpres 2024  Fuji | Ange | #GanjarMahfudTaatKonstitusi | Partai Socmed | Scarlett | Lawan 9 | 4 ARTISTS | Karina https://t.co/kDQ6QCZPmp";0;0;0;0;in;1589530113695436802;1721752148256657506;zaenaban;https://twitter.com/zaenaban/status/1721752148256657506
Tue Nov 07 04:51:13 +0000 2023;1721752141772279887;"Ganjar Pranowo - Mahfud MD Optimis Menang Pilpres 2024  Fuji | Ange | #GanjarMahfudTaatKonstitusi | Partai Socmed | Scarlett | Lawan 9 | 4 ARTISTS | Karina https://t.co/tfXry13UZ2";0;0;0;0;in;1589611003821830146;1721752141772279887;nanaataunono;https://twitter.com/nanaataunono/status/1721752141772279887
Tue Nov 07 04:51:13 +0000 2023;1721752141403218088;"Dukungan untuk Ganjar Pranowo semakin meluas karena fokusnya pada masalah-masalah yang penting bagi masyarakat @myhappybear_  Ganjar Presiden https://t.co/t6PMm5IdWp";0;0;0;0;in;1684772032813445120;1721752141403218088;ptrshindyyyy_;https://twitter.com/ptrshindyyyy_/status/1721752141403218088
Tue Nov 07 04:51:13 +0000 2023;1721752140425900518;"Ganjar Pranowo adalah pemimpin yang jelas-jelas memahami tantangan yang dihadapi oleh pengusaha @flwsun88  Ganjar Presiden https://t.co/sVdNSGdWzS";0;0;0;0;in;1686583256916086784;1721752140425900518;FarisRafi711999;https://twitter.com/FarisRafi711999/status/1721752140425900518
Tue Nov 07 04:51:12 +0000 2023;1721752134604177874;"Ganjar Pranowo - Mahfud MD Optimis Menang Pilpres 2024  Fuji | Ange | #GanjarMahfudTaatKonstitusi | Partai Socmed | Scarlett | Lawan 9 | 4 ARTISTS | Karina https://t.co/t8cG8DGTYs";0;0;0;0;in;1589585115247964160;1721752134604177874;kakayayuk;https://twitter.com/kakayayuk/status/1721752134604177874
Tue Nov 07 04:51:10 +0000 2023;1721752127947919793;"Perlindungan yang diberikan oleh Ganjar Pranowo kepada pekerja adalah langkah yang patut diapresiasi @jenjun023  Ganjar Presiden https://t.co/FRfFlxIJi3";0;0;0;0;in;1686588594771869696;1721752127947919793;GitaAprili3;https://twitter.com/GitaAprili3/status/1721752127947919793
Tue Nov 07 04:51:07 +0000 2023;1721752115847303229;"Dengan Ganjar Pranowo sebagai calon presiden, kita dapat berharap akan adanya perubahan positif dalam penanganan isu-isu tanah dan hak-hak rakyat @Upilnya_Jichu  Ganjar Presiden https://t.co/Ah3eXZgDtn";0;0;0;0;in;1685117560663195648;1721752115847303229;anandtamari;https://twitter.com/anandtamari/status/1721752115847303229
Tue Nov 07 04:51:07 +0000 2023;1721752115507527864;"Pemilu harus bersih dan taat konstitusi   #SahabatGanjar #GanjarPranowo #Ganjar #MenangkanGanjar #GenerasiGotongRoyong https://t.co/1ywHQxxIlm";0;0;1;1;in;1442624756105154563;1721752115507527864;weloveganjar;https://twitter.com/weloveganjar/status/1721752115507527864
Tue Nov 07 04:51:02 +0000 2023;1721752093713891735;"Ganjar Pranowo adalah pemimpin yang berkomitmen untuk membantu masyarakat yang telah kehilangan hak atas tanahnya @guangebug  Ganjar Presiden https://t.co/fjUS7EshK5";0;0;0;0;in;1684575672415801346;1721752093713891735;willybasaeh;https://twitter.com/willybasaeh/status/1721752093713891735
Tue Nov 07 04:50:55 +0000 2023;1721752063422742922;"Dukungan untuk Ganjar-Mahfud makin solid! Elektabilitasa Ganjar-Mahfud menunjukkan tren positif berdasarkan hasil survei Charta Politika periode akhir Oktober. #GanjarPranowo #MahfudMD #gerakcepatindonesiaunggul https://t.co/89hPSbf2zf";0;0;0;0;in;1688495185058213888;1721752063422742922;GPGerakCepat;https://twitter.com/GPGerakCepat/status/1721752063422742922
Tue Nov 07 04:50:54 +0000 2023;1721752060750897200;"Ganjar Pranowo adalah pilihan yang tepat untuk memperbaiki sektor pertanian dan perkebunan @skzstudy  Ganjar Presiden https://t.co/uDGm6buzBH";0;0;0;0;in;1687018998377185280;1721752060750897200;gilangpraatama4;https://twitter.com/gilangpraatama4/status/1721752060750897200
Tue Nov 07 04:50:54 +0000 2023;1721752059224142153;"Dukungan untuk Ganjar Pranowo semakin kuat karena fokusnya pada kepentingan rakyat Indonesia @jaemoly  Ganjar Presiden https://t.co/AZ2CHfqmVH";0;0;0;0;in;1696954179078729729;1721752059224142153;Rismasnst1;https://twitter.com/Rismasnst1/status/1721752059224142153
Tue Nov 07 04:50:51 +0000 2023;1721752047081717949;"Ganjar Pranowo dan komitmennya untuk rakyat itu bukti dia layak jadi pemimpin @cyvnamon  Ganjar Presiden https://t.co/jhmF8M07S3";0;0;0;0;in;1688810822733275136;1721752047081717949;r1tafdlhhh;https://twitter.com/r1tafdlhhh/status/1721752047081717949
Tue Nov 07 04:50:44 +0000 2023;1721752017784418307;"Pak Ganjar Pranowo membuka mata kita tentang pentingnya persiapan hadapi bonus demografi @avxgfta  Ganjar Presiden https://t.co/6YWw9gjrOp";0;0;0;0;in;1685304376217452545;1721752017784418307;muliadavd;https://twitter.com/muliadavd/status/1721752017784418307
Tue Nov 07 04:50:40 +0000 2023;1721752003117031678;"Srikandi Ganjar DPW Sulawesi Selatan ikut mengadakan Poundfit di Kabupaten Pangkep. Belakangan ini Poundfit menjadi salah satu olahraga yang tren  #ganjarrebound  #jatenghappyending  #tetappilihganjar #GanjarPranowo #Ganjar #SrikandiGanjar #Pilihyangrambutputih https://t.co/Vt9KiM0wTp";0;0;0;0;in;1516073366993915906;1721752003117031678;srikandiganjar_;https://twitter.com/srikandiganjar_/status/1721752003117031678
Tue Nov 07 04:50:40 +0000 2023;1721752000256467282;"Ganjar Pranowo pemimpin berkualitas https://t.co/XWWcL55TaS";0;0;0;0;in;1576058730072133632;1721752000256467282;RizkyPrat97;https://twitter.com/RizkyPrat97/status/1721752000256467282
Tue Nov 07 04:50:35 +0000 2023;1721751978903281864;"Ganjar Pranowo benar-benar mendengar dan merespons aspirasi rakyat, salut @leemarkerius  Ganjar Presiden https://t.co/H0qjQjkciK";0;0;0;0;in;1683695706056589312;1721751978903281864;anindyatlta;https://twitter.com/anindyatlta/status/1721751978903281864
Tue Nov 07 04:50:27 +0000 2023;1721751947659862152;"@corsiva_a @DeHoutman_id @jokowi @aniesbaswedan @ganjarpranowo dukung prabowo jadi presiden palestin!1!1!1!";0;0;0;0;in;99040551;1721551009389170706;in_makiy;https://twitter.com/in_makiy/status/1721751947659862152
Tue Nov 07 04:50:23 +0000 2023;1721751930811429233;"Dukungan Ganjar Pranowo terhadap hak rakyat atas tanah mereka adalah tindakan yang penuh empati dan keadilan @straqy  Ganjar Presiden https://t.co/rcyDF5pjaK";0;0;0;0;in;1687044668578770944;1721751930811429233;nenahindi86425;https://twitter.com/nenahindi86425/status/1721751930811429233
Tue Nov 07 04:50:21 +0000 2023;1721751922443763878;"Komitmen Ganjar Pranowo untuk mengembalikan tanah milik rakyat adalah langkah besar menuju keadilan sosial @JeffJung1402  Ganjar Presiden https://t.co/hbJuj9XKeY";0;0;0;0;in;1684509317389783040;1721751922443763878;jabilkarimmmmmm;https://twitter.com/jabilkarimmmmmm/status/1721751922443763878
Tue Nov 07 04:50:18 +0000 2023;1721751908623528300;"Saya bangga memiliki calon presiden seperti Pak Ganjar Pranowo yang berani berbicara dan bertindak untuk kebaikan masyarakat @hyy_newaxis  Ganjar Presiden https://t.co/P33k7kgCRJ";0;0;0;0;in;1686956649389670401;1721751908623528300;hn4putriiii;https://twitter.com/hn4putriiii/status/1721751908623528300
Tue Nov 07 04:50:11 +0000 2023;1721751880530108557;"Sedangkan PDIP mengusung pasangan Ganjar Pranowo-Mahfud Md di Pilpres 2024. #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto";0;1;0;1;in;1615229496415883264;1721751865732616261;erick140451997;https://twitter.com/erick140451997/status/1721751880530108557
Tue Nov 07 04:50:03 +0000 2023;1721751846644298204;"Calon presiden (capres) Ganjar Pranowo mengunjungi Desa Beji Mulyo, Kecamatan Tungkal Jaya, Kabupaten Musi Banyuasin, Sumatera Selatan, Senin (6/11/2023).   @ganjarpranowo #SahabatGanjar #GanjarMahfud2024 https://t.co/h5DEHI2qhT";1;0;4;5;in;1432738215824277505;1721751846644298204;n3wbie__;https://twitter.com/n3wbie__/status/1721751846644298204
Tue Nov 07 04:49:56 +0000 2023;1721751815400944071;"#SahabatGanjar  Ganjar Pranowo bersilahturahmi dan berdiskusi dgn warga Musi Banyuasin berprestasi di tingkat nasional, Ganjar mengapresiasi atas prestasi yg di raih desa Bukit jaya, hal itu mampu menjadi inspirasi desa2 di daerah lain untuk berpikir maju. #GanjarMahfud2024 https://t.co/r9OvyoeM9b";0;0;1;2;in;1978790995;1721751815400944071;LaingenLisa;https://twitter.com/LaingenLisa/status/1721751815400944071
Tue Nov 07 04:49:37 +0000 2023;1721751738221490227;"Saat Ganjar Pranowo membuat makanan kue lapis bersama para pelaku UMKM di Palembang, dan mengakui membuat lapis Maksuba cukup sulit. Sebab, beberapa bahan dan pengolahan dilakukan dengan sejumlah metode pembuatan kue lapis.  Maka, perlu pelatihan baik sisi produksi dan marketing,… https://t.co/QHQPojqAMK";0;0;5;8;in;2650421658;1721751738221490227;NgkongRoses;https://twitter.com/NgkongRoses/status/1721751738221490227
Tue Nov 07 04:49:28 +0000 2023;1721751698895757808;"@B_Hendratmo1 @ganjarpranowo @jokowi Pasti diganti wkwkwk https://t.co/aOr2RTaD0c";0;1;0;1;in;1435248224634241030;1721744614116475230;PS_presiden2024;https://twitter.com/PS_presiden2024/status/1721751698895757808
Tue Nov 07 04:49:19 +0000 2023;1721751660643615066;"@PartaiSocmed @ganjarpranowo @susipudjiastuti Dan kemanakah bu susi akan berlabuh?";0;0;0;0;in;162293944;1721714244486623563;bgt_twit;https://twitter.com/bgt_twit/status/1721751660643615066
Tue Nov 07 04:49:04 +0000 2023;1721751599159333211;"Ganjar Pranowo adalah pemimpin yang berani berbicara tentang isu-isu yang relevan dengan masyarakat Kita butuh pemimpin yang seperti ini @loveeejaeminnn  Ganjar Presiden https://t.co/xn4FNtzz4x";0;0;0;0;in;1685930225107079168;1721751599159333211;septianak_bar;https://twitter.com/septianak_bar/status/1721751599159333211
Tue Nov 07 04:48:52 +0000 2023;1721751550094422019;"Pernyataan Ganjar Pranowo tentang isu-isu tanah dan hak-hak rakyat mengingatkan kita akan pentingnya keadilan sosial @nfj_1213  Ganjar Presiden https://t.co/tPOtpeDvdt";0;0;0;0;in;1695691676164272129;1721751550094422019;marwaahlsm;https://twitter.com/marwaahlsm/status/1721751550094422019
Tue Nov 07 04:48:52 +0000 2023;1721751547527463116;"Ganjar Pranowo adalah sosok yang penuh integritas dan keberanian Ia akan menjalankan tugasnya dengan baik @Jhcyen  Ganjar Presiden https://t.co/iyhMV628kT";0;0;0;0;in;1684770314121887744;1721751547527463116;gitadesti_;https://twitter.com/gitadesti_/status/1721751547527463116
Tue Nov 07 04:48:51 +0000 2023;1721751544281092446;"Ganjar Pranowo, pemimpin yang siap memperjuangkan kepentingan masyarakat @namakamu__  Ganjar Presiden https://t.co/qbgwEsdEUv";0;0;0;0;in;1687311443853815808;1721751544281092446;SellaRamad;https://twitter.com/SellaRamad/status/1721751544281092446
Tue Nov 07 04:48:47 +0000 2023;1721751528682434624;"Keberpihakan Ganjar Pranowo kepada para pekerja adalah langkah yang tepat untuk menciptakan lapangan kerja yang berkualitas @JustRosie_0211  Ganjar Presiden https://t.co/vE6hpn3bpt";0;0;0;0;in;1686575949876498433;1721751528682434624;rafaalv58549962;https://twitter.com/rafaalv58549962/status/1721751528682434624
Tue Nov 07 04:48:46 +0000 2023;1721751523187650947;"Ganjar Pranowo, pemimpin yang siap berjuang untuk keadilan sosial @seraeyu  Ganjar Presiden https://t.co/oV2wWRuQPt";0;0;0;0;in;1686651969287708672;1721751523187650947;novawijayantii;https://twitter.com/novawijayantii/status/1721751523187650947
Tue Nov 07 04:48:46 +0000 2023;1721751521728266653;"Bersama Ganjar Pranowo, kita bisa membangun Indonesia yang lebih baik @AprianiSyahna  Ganjar Presiden https://t.co/pp68GNMD0d";0;0;0;0;in;1686610247816015872;1721751521728266653;william_be2;https://twitter.com/william_be2/status/1721751521728266653
Tue Nov 07 04:48:43 +0000 2023;1721751509061509269;"Keberpihakan Ganjar Pranowo terhadap rakyat dan pekerja adalah nilai positif yang harus diapresiasi @jrulischuse  Ganjar Presiden https://t.co/1mYibyQdNP";0;0;0;0;in;1685122637700407297;1721751509061509269;shillagina;https://twitter.com/shillagina/status/1721751509061509269
Tue Nov 07 04:48:39 +0000 2023;1721751493840441416;"Kami mendukung Ganjar Pranowo dalam upayanya mewujudkan Indonesia yang lebih baik @_pinkeupeachy  Ganjar Presiden https://t.co/4mQAMPR5ZS";0;0;0;0;in;1684610564818178049;1721751493840441416;melatiiiptrii;https://twitter.com/melatiiiptrii/status/1721751493840441416
Tue Nov 07 04:48:37 +0000 2023;1721751485242085715;"Dukungan saya 100% untuk Pak Ganjar Pranowo sebagai calon presiden yang berkomitmen @ciadecia  Ganjar Presiden https://t.co/J3z4Kvu4AH";0;0;0;0;in;1685880172023803906;1721751485242085715;adhityro;https://twitter.com/adhityro/status/1721751485242085715
